"Yes, allow members to edit their own blogs.";"Yes, allow members to edit their own blogs. "
"Yes, allow members to edit all blogs.";"Yes, allow members to edit all blogs. "
"Save Settings";"Save Settings "
"HTML in Blog Entries?";"HTML in Blog Entries? "
"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font";"If you want to allow specific HTML tags, you can enter them below (separated by commas). Example: b, img, a, embed, font "
"Allow Custom CSS Styles?";"Allow Custom CSS Styles? "
"If you enable this feature, your members will be able to customize the colors and fonts of their blogs by altering their CSS styles.";"If you enable this feature, your members will be able to customize the colors and fonts of their blogs by altering their CSS styles. "
"No, disable custom CSS styles.";"No, disable custom CSS styles. "
"Yes, enable custom CSS styles.";"Yes, enable custom CSS styles. "
"Blog Comment Options";"Blog Comment Options "
"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries.";"Your members can choose from any of the options checked below when they decide who can post comments on their entries. If you do not check any options, everyone will be allowed to post comments on entries. "
"Blog Entry Privacy";"Blog Entry Privacy "
"Your members can choose from any of the options checked below when they decide who can see their blog entries. These options appear on your members' ""Add Entry"" and ""Edit Entry"" pages. If you do not check any options, everyone will be allowed to view blogs.";"Your members can choose from any of the options checked below when they decide who can see their blog entries. These options appear on your members' ""Add Entry"" and ""Edit Entry"" pages. If you do not check any options, everyone will be allowed to view blogs. "
"Allow Creation of Blogs?";"Allow Creation of Blogs? "
"Do you want to let members create blogs? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view blogs, but only want certain levels to be able to create blogs.";"Do you want to let members create blogs? If set to no, some other settings on this page may not apply. This is useful if you want members to be able to view blogs, but only want certain levels to be able to create blogs. "
"No, do not allow blogs to be created.";"No, do not allow blogs to be created. "
"Yes, allow creation of blogs.";"Yes, allow creation of blogs. "
"Allow Deletion of Blogs?";"Allow Deletion of Blogs? "
"Do you want to let members delete blogs? If set to no, some other settings on this page may not apply.";"Do you want to let members delete blogs? If set to no, some other settings on this page may not apply. "
"Yes, allow members to delete all blogs.";"embers to delete all blogs. "
"Yes, allow members to delete their own blogs.";"Yes, allow members to delete their own blogs. "
"No, do not allow members to delete their blogs.";"No, do not allow members to delete their blogs. "
"Yes, allow viewing of blogs.";"Yes, allow viewing of blogs. "
"Blog Styles";"Blog Styles "
"Custom Blog Styles";"Custom Blog Styles "
"_BLOG_FORM_STYLE_DESCRIPTION";"You can change the colors, fonts, and styles of your blog by adding CSS code below. The contents of the text area below will be output between <style> tags on your blog. "
"Blogs Plugin";"Blogs Plugin "
"Allow Commenting on Blogs?";"Allow Commenting on Blogs? "
"Do you want to let members of this level comment on blogs?";"Do you want to let members of this level comment on blogs? "
"Yes, allow members to comment on blogs.";"Yes, allow members to comment on blogs. "
"No, do not allow members to comment on blogs.";"No, do not allow members to comment on blogs. "
"Maximum Allowed Blog Entries?";"Maximum Allowed Blog Entries? "
"Enter the maximum number of allowed blog entries. The field must contain an integer between 1 and 999, or empty for unlimited.";"Enter the maximum number of allowed blog entries. The field must contain an integer between 1 and 999, or empty for unlimited. "
"Popular Blog Entries";"Popular Blog Entries "
"Profile Blogs";"Profile Blogs "
"Recent Blog Entries";"Recent Blog Entries "
"Blog Main Navigation Menu";"Blog Main Navigation Menu "
"Blog Quick Navigation Menu";"Blog Quick Navigation Menu "
"Blog Gutter Navigation Menu";"Blog Gutter Navigation Menu"
"Recreation";"Fritid"
"Personal";"Personlig"
"Shopping";"Shopping "
"Society";"Samfund"
"{item:$subject} wrote a new blog entry:";"{item:$subject} skrev en ny blog: "
"{item:$subject} commented on {item:$owner}'s {item:$object:blog entry}: {body:$body}";"{item:$subject} kommenterede {item:$owner}'s {item:$object:blog entry}: {body:$body} "
"ITEM_TYPE_BLOG";"Blog Entries "
"{item:$subject} has posted a new blog entry: {item:$object}.";"{item:$subject} har oprettet en ny blog indlæg: {item:$object}. "
"_EMAIL_NOTIFY_BLOG_SUBSCRIBED_NEW_TITLE";"Blog Subscription"
"_EMAIL_NOTIFY_BLOG_SUBSCRIBED_NEW_DESCRIPTION";"This email is sent to someone when a blog entry is posted by a member to whom they have subscribed. "
"Are you sure you want to delete this blog entry?";"Are you sure you want to delete this blog entry? "
"Blog entry doesn't exist or not authorized to delete";"Blog entry doesn't exist or not authorized to delete "
"Your blog entry has been deleted.";"Your blog entry has been deleted. "
"Recent Entries";"Recent Entries "
"Tags";"Tags "
"Friends and Networks";"Venner & Netværk"
"Add Member Level";"Add Member Level "
"View Member Levels";"View Member Levels "
"Member Level Edited.";"Member Level Edited."
"Delete the selected member level?";"Delete the selected member level? ";"Delete the selected member level? "
"Are you sure that you want to delete this member level? It will not be recoverable after being deleted.";"Are you sure that you want to delete this member level? It will not be recoverable after being deleted. ";"Are you sure that you want to delete this member level? It will not be recoverable after being deleted. "
"AUTHORIZATION_VIEWS_SCRIPTS_ADMINLEVEL_DESCRIPTION";"Member levels can be used to give certain members more privileges than others. You can grant/restrict a member level's access to features, sections of the community. You can also assign levels that have moderation or administrative capabilities.<br /><br />One of your member levels must be marked as the ""default level"". When new members sign up, they will automatically belong to this level. You can change a specific member's level by editing their account details from the %s page. If you want all members in your community to have the same features and limits, you will only need a single member level (aside from the Super Admin level). "
"%d level found";"%d level found ";"%d level found "
"%d member";"%d member ";"%d member "
"Level Name";"Level Name "
"AUTHORIZATION_FORM_ADMIN_LEVEL_EDIT_DESCRIPTION";"Please provide some information about this new member level. Remember, member levels are useful for giving some members more privileges or granting them moderation abilities. If you just want to create different profile types (i.e. ""Fans"" and ""Bands""), please visit the Profile Questions area. "
"Delete Level";"Delete Level "
"Are you sure you want to delete this level? Members in this level will be re-assigned to the default level.";"Are you sure you want to delete this level? Members in this level will be re-assigned to the default level."
"Create Member Level";"Create Member Level "
"Create Level";"Create Level "
"Copy Values From:";"Copy Values From: "
"Member Level Name";"Member Level Name "
"Allow Profile Style";"Allow Profile Style "
"Yes, allow custom profile styles.";"Yes, allow custom profile styles. "
"No, do not allow custom profile styles.";"No, do not allow custom profile styles. "
"Allow Activity Feed Moderation";"Allow Activity Feed Moderation "
"Yes, allow members in this level to delete any feed item.";"Yes, allow members in this level to delete any feed item."
"No, do not allow moderation.";"No, do not allow moderation. "
"Allow Profile Moderation";"Allow Profile Moderation "
"Yes, allow members in this level to edit other profiles and settings.";"Yes, allow members in this level to edit other profiles and settings. "
"Yes, allow members in this level to edit other custom profile styles.";"Yes, allow members in this level to edit other custom profile styles. "
"Allow Account Deletion?";"Allow Account Deletion? "
"Yes, allow members in this level to delete other users.";"Yes, allow members in this level to delete other users. "
"Yes, allow members to delete their account.";"Yes, allow members to delete their account. "
"No, do not allow account deletion.";"No, do not allow account deletion. "
"Manage Announcements";"Manage Announcements "
"ANNOUNCEMENT_VIEW_SCRIPTS_ADMINMANAGE_DESCRIPTION";"Announcements are a great way to keep your members engaged in the community. Announcements appear inside the ""Announcement Widget"", which you can place anywhere on your site. By default, this widget appears at the top of the member homepage - this way, members see your announcements right when they sign in. You can move this widget elsewhere or change its settings in the <a href='%s'>Layout Editor</a>. "
"There are currently no announcements.";"There are currently no announcements. "
"Post New Announcement";"Post New Announcement "
"Please compose your new announcement below.";"Please compose your new announcement below. "
"Edit Announcement";"Edit Announcement "
"Posted by %1$s %2$s";"Indsendt af %1$s %2$s "
"Please modifiy your announcement below.";"Please modifiy your announcement below. "
"Delete Announcement?";"Delete Announcement? "
"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted.";"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted. "
"edit";"edit "
"Author";"Forfatter"
"ID";"ID "
"%d announcements total";"%d announcements total "
"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted.";"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted. "
"Delete the selected announcements?";"Delete the selected announcements? "
"Please select an announcement to delete.";"Please select an announcement to delete. "
"ITEM_TYPE_ANNOUNCEMENT";"Announcements "
"Album";"Album "
"Albums";"Albums "
"Photo Albums";"Billede Album"
"photo";"billede";"billeder"
"Wall Photos";"Væg Billeder"
"View All Albums";"Vis Alle Albums"
"ADMIN_ACTIVITY_TYPE_ALBUM_PHOTO_NEW";"When a user (subject) uploads a new photo to an album (object). "
"ADMIN_ACTIVITY_TYPE_COMMENT_ALBUM";"When a user (subject) comments on another user's (object) album. "
"ADMIN_ACTIVITY_TYPE_COMMENT_ALBUM_PHOTO";"When a user (subject) comments on another user's (object) photos. "
"_ACTIVITY_ACTIONTYPE_ALBUM_PHOTO_NEW";"Nye Billede Albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM";"Når nogen kommenterer på dit billede albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM_PHOTO";"Når nogen kommenterer på dine billeder"
"ACTIVITY_TYPE_COMMENTED_ALBUM";"Når nogen kommenter på et album jeg har kommenteret i."
"ACTIVITY_TYPE_COMMENTED_ALBUM_PHOTO";"Når nogen kommenterer på et billede jeg har kommenteret på."
"ACTIVITY_TYPE_COMMENT_ALBUM";"Når nogen kommenterer på et af mine albums."
"ACTIVITY_TYPE_COMMENT_ALBUM_PHOTO";"Når nogen kommenterer på et af mine billeder."
"ACTIVITY_TYPE_LIKED_ALBUM";"Når nogen kommenterer på et album jeg synes godt om."
"ACTIVITY_TYPE_LIKED_ALBUM_PHOTO";"Når nogen kommenterer på et billede jeg synes godt om."
"ACTIVITY_TYPE_LIKE_ALBUM";"Når nogen synes godt om et af mine albums."
"ACTIVITY_TYPE_LIKE_ALBUM_PHOTO";"Når nogen synes godt om et af mine billeder."
"ACTIVITY_TYPE_ALBUM_PHOTO_NEW";"Når et nyt billede er uploadet."
"Browse albums by:";"Gennemse albums efter:"
"Most Viewed";"Mest Viste"
"Nobody has created an album yet.";"Ingen har oprettet et album endnu."
"%s photo";"%s billede";"%s billeder"
"Manage Photos";"Administrer Billeder"
"Edit Settings";"Rediger Indstillinger"
"Delete Album";"Slet Album"
"Add More Photos";"Tilføj Flere Billeder"
"You do not have any albums yet.";"Du har ingen albums endnu."
"Photo %1$s of %2$s in %3$s";"Billede %1$s af %2$s i %3$s "
"in";"i"
"%1$s's Album: %2$s";"%1$s's Album: %2$s "
"Are you sure you want to delete this album?";"Er du sikker på du vil slette dette album?"
"Edit Album Settings";"Rediger Album Indstillinger"
"Album Name";"Album Navn"
"Please specify an album title";"Angiv en albumtitel"
"Album Description";"Album Beskrivelse"
"Who may see this album?";"Hvem kan se dette album?"
"Who may post comments on this album?";"Hvem kan skrive kommentar til dette album?"
"Tagging";"Tagging"
"Who may tag photos in this album?";"Hvem kan tagge billeder i dette album?"
"Save Album";"Gem album"
"Album Cover";"Album Cover"
"Caption";"Billedtekst"
"Choose photos on your computer to add to this album.";"Vælg billeder på din computer for at tilføje til dette album."
"Choose Album";"Vælg Album"
"Create A New Album";"Opret Et Nyt Album"
"Everyone's Albums";"Enhvers Album"
"My Albums";"Mine Albums"
"Album Title";"Album Titel"
"Unable to upload photo. Please click cancel and try again";"Kunne ikke uploade billeder. Klik annullere og prøv igen"
"Add Photo";"Tilføj Billede"
"Global Settings";"Global Settings "
"Thumbnails Per Page";"Thumbnails Per Page "
"How many albums will be shown per page?";"How many albums will be shown per page? "
"View Albums";"View Albums "
"Delete Photo Album?";"Delete Photo Album? "
"ALBUM_VIEWS_SCRIPTS_ADMINMANAGE_DELETE_DESCRIPTION";"Are you sure that you want to delete this photo album? It will not be recoverable after being deleted. "
"ALBUM_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below. "
"Allow Viewing of Photo Albums?";"Allow Viewing of Photo Albums? "
"ALBUM_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION";"Do you want to let users view photo albums? If set to no, some other settings on this page may not apply. "
"Yes, allow members to view all albums, even private ones.";"Yes, allow members to view all albums, even private ones. "
"Yes, allow viewing and subscription of photo albums.";"Yes, allow viewing and subscription of photo albums. "
"No, do not allow photo albums to be viewed.";"No, do not allow photo albums to be viewed. "
"Allow Creation of Photo Albums?";"Allow Creation of Photo Albums? "
"ALBUM_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";"Do you want to let users create photo albums? If set to no, some other settings on this page may not apply. This is useful if you want users to be able to view photo albums and manage their subscriptions, but only want certain levels to be able to create photo albums. "
"Yes, allow creation of photo albums.";"Yes, allow creation of photo albums. "
"No, do not allow photo album to be created.";"No, do not allow photo album to be created. "
"Allow Editing of Photo Albums?";"Allow Editing of Photo Albums? "
"Do you want to let members of this level edit photo albums?";"Do you want to let members of this level edit photo albums? "
"No, do not allow photo album to be edited.";"No, do not allow photo album to be edited. "
"Yes, allow members to edit their own albums.";"Yes, allow members to edit their own albums. "
"Yes, allow members to edit all albums.";"s, allow members to edit all albums. "
"Album Privacy";"Album Privatliv"
"ALBUM_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can see their albums. These options appear on your users' ""Create Album"" and ""Edit Album"" pages. If you do not check any options, everyone will be allowed to view albums. "
"Album Comment Options";"Album Comment Options "
"ALBUM_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post comments on their albums and photos. If you do not check any options, everyone will be allowed to post comments on albums. "
"Album Tag Options";"Album Tag Options "
"ALBUM_FORM_ADMIN_LEVEL_AUTHTAG_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post tags on their albums and photos. If you do not check any options, everyone will be allowed to post tags on albums. "
"Are you sure you want to delete the selected photo albums?";"Er du sikker på du vil slette valgte billede albums?"
"ALBUM_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the photo albums your users have posted. You can use this page to monitor these albums and delete offensive material if necessary. Entering criteria into the filter fields will help you find specific album entries. Leaving the filter fields blank will show all the album entries on your social network. "
"Invalid method";"Invalid method "
"Album doesn't exists or not authorized to delete";"Album doesn't exists or not authorized to delete "
"Album has been deleted.";"Det valgte album er blevet slettet."
"Photo saved successfully";"Det valgte billede er blevet slettet."
"Get started by %1$screating%2$s your first album!";"Kom i gang ved at %1$soprette%2$s dit første album!"
"ALBUM_VIEW_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their photo albums, create the categories below. This feature is useful if you want to list all your users' photo albums that If you have no categories, your users will not be given the option of assigning a category. "
"Delete Album Category?";"Delete Album Category? "
"Album Categories";"Album Kategorier"
"Attached Image";"Attached Image "
"Photo Albums Plugin";"Photo Albums Plugin "
"No, do not allow photo albums to be edited.";"No, do not allow photo albums to be edited. "
"Allow Deletion of Photo Albums?";"Allow Deletion of Photo Albums? "
"Do you want to let members of this level delete photo albums?";"Do you want to let members of this level delete photo albums? "
"Yes, allow members to delete all photo albums.";"Yes, allow members to delete all photo albums. "
"Yes, allow members to delete their own photo albums.";"Yes, allow members to delete their own photo albums. "
"No, do not allow members to delete their photo albums.";"No, do not allow members to delete their photo albums. "
"Allow Commenting on Photo Albums?";"Allow Commenting on Photo Albums? "
"Do you want to let members of this level comment on photo albums?";"Do you want to let members of this level comment on photo albums? "
"Yes, allow members to comment on all photo albums, including private ones.";"Yes, allow members to comment on all photo albums, including private ones. "
"Yes, allow members to comment on albums.";"Yes, allow members to comment on albums. "
"No, do not allow members to comment on photo albums.";"No, do not allow members to comment on photo albu"
"Profile Albums";"Profile Albums "
"Album Main Navigation Menu";"lbum Main Navigation Menu "
"Album Quick Navigation Menu";"Album Quick Navigation Menu "
"Posted by %1$s in the album %2$s";"Oprettet af %1$s in albummet %2$s "
"Popular Albums";"Popular Albums "
"Popular Photos";"Popular Photos "
"Recent Albums";"Recent Albums "
"Recent Photos";"Recent Photos "
"{item:$subject} added {var:$count} photo(s) to the album {item:$object}:";"{item:$subject} tilføjede {var:$count} billede(r) til albummet {item:$object}: "
"{item:$subject} commented on {item:$owner}'s {item:$object:album}: {body:$body}";"{item:$subject} kommenterde {item:$owner}'s {item:$object:album}: {body:$body} "
"{item:$subject} commented on {item:$owner}'s {item:$object:photo}: {body:$body}";"{item:$subject} kommenterde {item:$owner}'s {item:$object:photo}: {body:$body} "
"ITEM_TYPE_ALBUM";"Albums "
"ITEM_TYPE_ALBUM_PHOTO";"Album Billeder"
"Browse Albums";"Gennemse Album"
"This activity item has been removed.";"Dette aktivitet element er blevet fjernet."
"Comment has been deleted";"Kommentar er blevet slettet"
"You do not have the privilege to delete this comment";"Du har ikke rettighed til at slette denne kommentar"
"... &nbsp;";"... &nbsp; "
"more";"mere"
"less";"mindre"
"You have no notifications.";"Du har ingen notifikationer."
"You have no requests.";"Du har ingen anmodninger."
"Publish this on Facebook";"Publicer dette til Facebook"
"Share this by re-posting it with your own message.";"Del dette ved at gen-skrive med din egen besked"
"Delete Activity Item?";"Slet Aktivitets Element?"
"Are you sure that you want to delete this activity item and all of its comments? This action cannot be undone.";"Er du sikker på at du vil slette denne aktivitet element og alle sine kommentarer? Denne handling kan ikke fortrydes."
"Activity";"Aktivitet"
"ADMIN_ACTIVITY_TYPE_TAGGED";"When a user (subject) tags another user (object) in photos and other places. "
"ADMIN_ACTIVITY_TYPE_FRIENDS";"When a user (subject) becomes friends with another user (object). "
"ADMIN_ACTIVITY_TYPE_FRIENDS_FOLLOW";"When a user (subject) follows another user (object). "
"ADMIN_ACTIVITY_TYPE_LOGIN";"When a user (subject) logs in. "
"ADMIN_ACTIVITY_TYPE_LOGOUT";"When a user (subject) logs out. "
"ADMIN_ACTIVITY_TYPE_POST";"When a user (subject) posts a message to another user's profile (object). "
"ADMIN_ACTIVITY_TYPE_POST_SELF";"When a user (subject) posts an attachment. "
"ADMIN_ACTIVITY_TYPE_SIGNUP";"When a new user (subject) signs up. "
"ADMIN_ACTIVITY_TYPE_STATUS";"When a user (subject) posts a status update. "
"ADMIN_ACTIVITY_TYPE_NETWORK_JOIN";"When a user (subject) joins a network. "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_DESCRIPTION";"The recent activity feed is an auto-updating list of actions that have recently occurred on your social network. This information is displayed (by default) on users' ""My Home"" page. Also, each user's own personal activity list will be displayed on their profile page if enabled below. Please note that some of the settings here are not retroactive, meaning that changes you make here may not affect old feed items.<br /><br />Note: To enable, manage, and disable individual feed items, please refer to the <a href='%1$s'>Activity Feed Item Type Settings page</a>. "
"Allowed Feed Items";"Allowed Feed Items "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_ALLOWED_DESCRIPTION";"Which feed items do you want to be shown in the recent activity feed? "
"Overall Feed Length";"Overall Feed Length "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_LENGTH_DESCRIPTION";"How many total items do you want the main activity feed to display at any given time? "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LENGTH_OPTION1";"5 "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LENGTH_OPTION2";"10"
"Item Limit Per User";"Item Limit Per User "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_USERLENGTH_DESCRIPTION";"How many items per user can be shown on the recent activity feed? It's important to have a nice mix of items from various users on your social network, so here you can set a limit on the number of items published about each user at any given time. For smaller social networks, a higher number of published items per user might be more appropriate. "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_USERLENGTH_OPTION1";"5 "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_USERLENGTH_OPTION2";"10 "
"Update Frequency";"Update Frequency "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION1";"30 seconds "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION2";"1 minute "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION3";"2 minutes "
"ACTIVITY_FORUM_ADMIN_SETTINGS_GENERAL_LIVEUPDATE_OPTION4";"Never "
"Item Deletion";"Item Deletion "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_USERDELETE_DESCRIPTION";"Do you want to give members the option of deleting feed items published about themselves? This is generally an important freedom to give members since it helps them maintain their privacy. "
"Yes, allow members to delete their feed items.";"Yes, allow members to delete their feed items. "
"No, members may not delete their feed items.";"No, members may not delete their feed items. "
"Feed Content";"Feed Content "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_CONTENT_DESCRIPTION";"When a member is looking at the recent activity feed, whose actions should they see? For smaller networks, it may make more sense to show recent actions from ""All Members"" so the feed is quickly populated. "
"My Friends & Networks";"Mine Venner & Netværk"
"My Friends";"Mine Venner"
"Feed Item Filtering";"Feed Item Filtering "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_FILTER_DESCRIPTION";"Do you want to allow members to decide which feed items they want to see in the main activity feed? If you enable this feature, members will be able specify which items types they do and do not want to see in their recent activity feed. "
"Yes, members can choose not to see certain feed item types.";"Yes, members can choose not to see certain feed item types. "
"No, members cannot customize their view of the feed.";"No, members cannot customize their view of the feed. "
"Item Publishing Option";"Item Publishing Option "
"ACTIVITY_FORM_ADMIN_SETTINGS_GENERAL_PUBLISH_DESCRIPTION";"Do you want to allow members to prevent specific action types from being published about them? If yes, a setting will appear on your members' account settings page allowing them to choose which action types to NOT publish in the activity feed. "
"Yes, members may specify which item types will NOT be published about them.";"Yes, members may specify which item types will NOT be published about them. "
"No, members may not specify which actions will NOT be published about them.";"No, members may not specify which actions will NOT be published about them. "
"My Request (%d)";"Min Anmodning (%d) ";"Min Anmodninger (%d) "
"Activity Item Not Found";"Aktivitets Element Ikke Fundet"
"%d new update is available - click this to show it.";"%d ny opdatering er tilgængelig - klik for at vise dent. ";"%d nye opdateringer er tilgængelig - klik for at vise dent. "
"ACTIVITY_TYPE_ACTIVITY_COMMENT";"Når nogen kommenterer på noget jeg har posted."
"ACTIVITY_TYPE_ACTIVITY_LIKE";"Når nogen synes godt om noget jeg har posted."
"ACTIVITY_TYPE_ACTIVITY_POST";"Når nogen poster på min profil."
"ACTIVITY_TYPE_FRIEND_ACCEPTED";"Når nogen accepterer min ven anmodning."
"ACTIVITY_TYPE_FRIEND_REQUEST";"Når jeg modtager en ven anmodning."
"ACTIVITY_TYPE_POST_COMMENTED_COMMENTED";"Når nogen kommenterer på noget jeg har kommenteret."
"ACTIVITY_TYPE_POST_LIKED_COMMENTED";"Når nogen synes godt om en post jeg har kommenteret."
"ACTIVITY_TYPE_COMMENTED_ACTIVITY_ACTION";"Når nogen kommenterer på aktivitet jeg har kommenteret."
"ACTIVITY_TYPE_COMMENTED_CORE_LINK";"Når nogen kommentere et link jeg har kommenteret."
"ACTIVITY_TYPE_COMMENT_ACTIVITY_ACTION";"Når nogen kommenterer på min aktivitet."
"ACTIVITY_TYPE_COMMENT_CORE_LINK";"Når nogen kommentere i et af mine links."
"ACTIVITY_TYPE_COMMENT_USER";"Når nogen kommentere min profil."
"ACTIVITY_TYPE_LIKED_ACTIVITY_ACTION";"Når nogen kommenterer på aktivitet jeg synes godt om."
"ACTIVITY_TYPE_LIKED_CORE_LINK";"Når nogen kommenterer på et link jeg synes godt om."
"ACTIVITY_TYPE_LIKE_ACTIVITY_ACTION";"Når nogen synes godt om min aktivitet."
"ACTIVITY_TYPE_LIKE_CORE_LINK";"Når nogen synes godt om mine links."
"ACTIVITY_TYPE_COMMENTED";"Når nogen kommenterer på ting jeg poster."
"ACTIVITY_TYPE_LIKED";"Når nogen synes godt om ting jeg poster."
"ACTIVITY_TYPE_COMMENTED_COMMENTED";"Når nogen kommenter på den samme ting som mig."
"ACTIVITY_TYPE_LIKED_COMMENTED";"Når nogen kommenterer på ting jeg har synes godt om."
"ACTIVITY_TYPE_POST_USER";"Når nogen poster på min profil."
"ACTIVITY_TYPE_TAGGED";"Når jeg er tagget i et billede og andre steder"
"ACTIVITY_TYPE_FRIENDS";"Når to brugere bliver venner."
"ACTIVITY_TYPE_LOGIN";"Når en bruger logger ind."
"ACTIVITY_TYPE_LOGOUT";"Når en bruger logger ud."
"ACTIVITY_TYPE_POST";"Når jeg skriver en besked til andres profil."
"ACTIVITY_TYPE_POST_SELF";"Når jeg vedhæfter noget."
"ACTIVITY_TYPE_PROFILE_PHOTO_UPDATE";"Når profil billeder er opdateret."
"ACTIVITY_TYPE_SIGNUP";"Når en ny bruger opretter konto."
"ACTIVITY_TYPE_STATUS";"Når er status opdatering er postet."
"ACTIVITY_TYPE_FRIEND_FOLLOW";"Når nogen begynder at følge mig."
"ACTIVITY_TYPE_FRIEND_FOLLOW_ACCEPTED";"Når nogen accepter min anmodning om at følge dem."
"ACTIVITY_TYPE_FRIEND_FOLLOW_REQUEST";"Når nogen anmoder om at følge mig."
"ACTIVITY_TYPE_FRIENDS_FOLLOW";"Når nogen begynder at følge mig."
"ACTIVITY_TYPE_FIELDS_CHANGE_GENERIC";"Når jeg opdater min profil."
"{item:$subject} changed their {translate:$label} to ""{var:$value}"".";"{item:$subject} ændrede deres {translate:$label} til ""{var:$value}"". "
"{item:$subject} is now friends with {item:$object}.";"{item:$subject} er nu venner med {item:$object}. "
"{item:$subject} is now following {item:$object}.";"{item:$subject} følger nu {item:$object}. "
"{item:$subject} has signed in.";"{item:$subject} er logget ind. "
"{item:$subject} has signed out.";"{item:$subject} er logget ud. "
"{item:$subject} joined the network {item:$object}";"{item:$subject} tilslutter sig netværket {item:$object} "
"{actors:$subject:$object}: {body:$body}";"{actors:$subject:$object}: {body:$body} "
"{item:$subject} {body:$body}";"{item:$subject} {body:$body} "
"{item:$subject} has added a new profile photo.";"{item:$subject} har tilføjet et nyt profil billede. "
"{item:$subject} has just signed up. Say hello!";"{item:$subject} har lige oprettet konto. Send en hilsen! "
"{item:$subject} tagged {item:$object} in a {var:$label}:";"{item:$subject} tagget {item:$object} i {var:$label}: "
"{item:$subject} likes your {item:$object:$label}.";"{item:$subject} synes godt om {item:$object:$label}. "
"{item:$subject} has commented on your {item:$object:$label}.";"{item:$subject} har kommenteret {item:$object:$label}. "
"{item:$subject} has commented on a {item:$object:$label} you commented on.";"{item:$subject} har kommenteret {item:$object:$label} du har kommenteret. "
"{item:$subject} has commented on a {item:$object:$label} you liked.";"{item:$subject} har kommenteret {item:$object:$label} du synes godt om. "
"_EMAIL_NOTIFY_COMMENTED_TITLE";"Comment "
"_EMAIL_NOTIFY_COMMENTED_DESCRIPTION";"This email is sent to someone when a comment is made on their post. "
"_EMAIL_NOTIFY_COMMENTED_COMMENTED_TITLE";"Also Commented "
"_EMAIL_NOTIFY_COMMENTED_COMMENTED_DESCRIPTION";"This email is sent to the member when someone comments on a post the member has commented on. "
"_EMAIL_NOTIFY_LIKED_DESCRIPTION";"This email is sent to the member when someone likes the member's post. "
"_EMAIL_NOTIFY_LIKED_COMMENTED_TITLE";"Comment on Liked "
"_EMAIL_NOTIFY_LIKED_COMMENTED_DESCRIPTION";"This email is sent to the member when someone comments on a post the member liked. "
"You cannot share this item because it has been removed.";"You cannot share this item because it has been removed. "
"Default Email Notifications";"Default Email Notifications "
"This page allows you to specify the default email notifications for new users.";"This page allows you to specify the default email notifications for new users. "
"Location";"Sted"
"";""
"_EMAIL_HEADER_SUBJECT";""
"_EMAIL_HEADER_BODY";"Hej, "
"_EMAIL_FOOTER_SUBJECT";""
"_EMAIL_FOOTER_BODY";"Venlig Hilsen, 
(yourdomain)"
"_EMAIL_HEADER_MEMBER_SUBJECT";""
"_EMAIL_HEADER_MEMBER_BODY";"Hej [recipient_title], "
"_EMAIL_FOOTER_MEMBER_SUBJECT";""
"_EMAIL_FOOTER_MEMBER_BODY";"Venlig Hilsen,
(yourdomain)"
"_EMAIL_CORE_CONTACT_SUBJECT";"En bruger har sendt dig en besked ved brug af kontakt siden. "
